,Player_Name,Rank,Kills,Deaths,Assists,Kill death difference,Kill death ratio,Average damage per round,Percentage of kills with a headshot,First kills of a round,First deaths of a round,First kills as a T,First deaths as a T,First kills as a CT,First deaths as a CT,Trade kills,Death was traded,Traded first kills,First deaths traded,Traded first kills as T,First deaths traded as T,Traded first kills as CT,First deaths traded as CT,1v5,1v4,1v3,1v2,1v1,5k,4k,3k,2k,1k,"Percentage of rounds with a Kill, Assist, Survived or Death Traded",HLTV Rating 1.0,Top Starting Side,Round Winner,Match_id,map,date,VAC,Starting_Side,CT_round_diff,T_round_diff,Match_Result
3142,KoHo,,21,19,5,2,1.1,77,43%,5,0,2,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,90%,1.01,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T']",15822892,de_inferno,12th Sep 2020 20:15:24,False,T,2.0,1.0,Win
3143,Cho,,17,20,8,-3,0.9,70,29%,1,2,0,2,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,72%,0.9,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T']",15822892,de_inferno,12th Sep 2020 20:15:24,False,T,2.0,1.0,Win
3144,Lucas,,16,19,10,-3,0.8,77,56%,4,3,3,1,1,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,7,69%,0.86,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T']",15822892,de_inferno,12th Sep 2020 20:15:24,False,T,2.0,1.0,Win
3150,Blhoux,,33,16,1,17,2.1,94,33%,4,0,3,0,1,0,9,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,5,11,79%,1.8,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T']",7631958,de_mirage,24th Mar 2020 10:01:15,False,T,4.0,-1.0,Win
3153,KoHo,,14,23,11,-9,0.6,83,36%,2,3,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,72%,0.63,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T']",7631958,de_mirage,24th Mar 2020 10:01:15,False,T,4.0,-1.0,Win
3154,Cho,,10,21,9,-11,0.5,48,40%,3,4,2,1,1,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,62%,0.55,T,"['T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T']",7631958,de_mirage,24th Mar 2020 10:01:15,False,T,4.0,-1.0,Win
3165,Blhoux,,29,14,11,15,2.1,124,38%,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,9,80%,1.72,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6368244,de_mirage,2nd Feb 2020 17:21:41,True,CT,-1.0,8.0,Win
3167,KoHo,,23,17,3,6,1.4,93,17%,7,1,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,76%,1.22,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6368244,de_mirage,2nd Feb 2020 17:21:41,True,CT,-1.0,8.0,Win
3168,mini,,18,17,2,1,1.1,82,56%,2,1,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,80%,0.98,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6368244,de_mirage,2nd Feb 2020 17:21:41,True,CT,-1.0,8.0,Win
3169,Cho,,6,16,8,-10,0.4,45,33%,1,4,0,1,1,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,72%,0.52,T,"['T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",6368244,de_mirage,2nd Feb 2020 17:21:41,True,CT,-1.0,8.0,Win
3175,Blhoux,,31,22,3,9,1.4,107,39%,2,3,2,2,0,1,5,5,1,1,0,1,1,0,0,0,0,0,0,0,3,0,6,7,77%,1.55,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT']",6057732,de_mirage,17th Jan 2020 15:37:45,False,CT,-1.0,3.0,Win
3177,Cho,,19,22,4,-3,0.9,68,37%,3,3,2,0,1,3,7,6,1,1,1,0,0,1,0,0,0,0,0,0,0,2,3,7,67%,0.92,T,"['T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT']",6057732,de_mirage,17th Jan 2020 15:37:45,False,CT,-1.0,3.0,Win
3180,Blhoux,,36,20,8,16,1.8,125,22%,4,1,3,1,1,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,12,83%,1.71,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T']",24079052,de_overpass,14th Jan 2021 20:27:44,False,T,0.0,3.0,Win
3181,Cho,,26,19,5,7,1.4,84,15%,4,4,3,1,1,3,4,3,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,11,72%,1.33,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T']",24079052,de_overpass,14th Jan 2021 20:27:44,False,T,0.0,3.0,Win
3182,mini,,22,21,7,1,1.0,98,36%,8,1,6,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,76%,1.04,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T']",24079052,de_overpass,14th Jan 2021 20:27:44,False,T,0.0,3.0,Win
3183,WhiteFlag1940,,13,19,6,-6,0.7,52,38%,2,4,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,72%,0.68,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T']",24079052,de_overpass,14th Jan 2021 20:27:44,False,T,0.0,3.0,Win
3184,Kiwi,,13,21,4,-8,0.6,55,23%,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,66%,0.64,T,"['T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'T']",24079052,de_overpass,14th Jan 2021 20:27:44,False,T,0.0,3.0,Win
3190,KoHo,,26,21,3,5,1.2,93,31%,7,2,4,0,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14,83%,1.15,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT']",23949183,de_overpass,8th Jan 2021 21:19:14,False,T,-4.0,1.0,Loss
3191,mini,,24,21,4,3,1.1,86,50%,4,1,1,1,3,0,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,13,76%,1.12,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT']",23949183,de_overpass,8th Jan 2021 21:19:14,False,T,-4.0,1.0,Loss
3192,Blhoux,,22,22,4,0,1.0,85,45%,5,1,2,0,3,1,3,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,7,8,62%,0.97,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT']",23949183,de_overpass,8th Jan 2021 21:19:14,False,T,-4.0,1.0,Loss
3193,Cho,,14,23,7,-9,0.6,81,50%,3,4,3,2,0,2,1,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,6,62%,0.65,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT']",23949183,de_overpass,8th Jan 2021 21:19:14,False,T,-4.0,1.0,Loss
3194,Kiwi,,10,24,4,-14,0.4,45,50%,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,52%,0.49,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'CT']",23949183,de_overpass,8th Jan 2021 21:19:14,False,T,-4.0,1.0,Loss
3205,KoHo,,24,20,2,4,1.2,88,50%,4,1,2,1,2,0,3,3,0,1,0,1,0,0,0,1,0,0,1,1,0,1,4,8,77%,1.34,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",7041945,de_mirage,3rd Mar 2020 19:44:15,True,CT,-1.0,-5.0,Loss
3207,Blhoux,,17,20,5,-3,0.9,78,24%,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,6,54%,0.89,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",7041945,de_mirage,3rd Mar 2020 19:44:15,True,CT,-1.0,-5.0,Loss
3210,Blhoux,,23,20,6,3,1.2,81,22%,1,2,1,2,0,0,5,7,1,1,1,1,0,0,0,0,0,1,0,0,1,1,4,8,80%,1.16,T,"['CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T']",7196032,de_inferno,9th Mar 2020 19:16:40,False,T,-3.0,3.0,Draw
3213,KoHo,,18,22,6,-4,0.8,63,33%,2,4,0,3,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,70%,0.84,T,"['CT', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'T', 'T']",7196032,de_inferno,9th Mar 2020 19:16:40,False,T,-3.0,3.0,Draw
3227,Blhoux,,15,19,4,-4,0.8,71,13%,1,2,1,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,74%,0.81,T,"['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T']",7055839,de_cache,4th Mar 2020 10:11:20,False,CT,-5.0,-4.0,Loss
3230,mini,,14,16,1,-2,0.9,66,43%,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,57%,0.88,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",25519867,de_dust2,29th Jan 2021 20:11:49,False,T,-6.0,-3.0,Loss
3231,Blhoux,,13,16,5,-3,0.8,72,77%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,52%,0.82,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",25519867,de_dust2,29th Jan 2021 20:11:49,False,T,-6.0,-3.0,Loss
3232,Cho,,13,18,1,-5,0.7,61,46%,2,4,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,57%,0.68,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",25519867,de_dust2,29th Jan 2021 20:11:49,False,T,-6.0,-3.0,Loss
3233,KoHo,,12,19,4,-7,0.6,59,58%,1,3,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,48%,0.68,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",25519867,de_dust2,29th Jan 2021 20:11:49,False,T,-6.0,-3.0,Loss
3234,Lucas,,10,20,2,-10,0.5,64,40%,2,8,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,52%,0.5,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT']",25519867,de_dust2,29th Jan 2021 20:11:49,False,T,-6.0,-3.0,Loss
3240,KoHo,,24,17,2,7,1.4,95,13%,3,3,1,3,2,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5,5,68%,1.47,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",20402313,de_dust2,22nd Nov 2020 20:51:39,False,T,-5.0,-5.0,Loss
3241,Blhoux,,9,19,3,-10,0.5,64,22%,1,3,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,50%,0.6,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",20402313,de_dust2,22nd Nov 2020 20:51:39,False,T,-5.0,-5.0,Loss
3242,Kiwi,,9,16,2,-7,0.6,54,44%,1,0,1,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,64%,0.59,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",20402313,de_dust2,22nd Nov 2020 20:51:39,False,T,-5.0,-5.0,Loss
3244,mini,,6,21,4,-15,0.3,60,33%,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45%,0.27,T,"['CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT']",20402313,de_dust2,22nd Nov 2020 20:51:39,False,T,-5.0,-5.0,Loss
3251,Blhoux,,23,19,4,4,1.2,77,17%,2,4,1,4,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,67%,1.08,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T']",6994480,de_mirage,1st Mar 2020 18:49:03,True,T,5.0,-3.0,Win
3252,KoHo,,20,18,4,2,1.1,76,50%,1,4,1,1,0,3,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,2,3,8,63%,1.06,T,"['T', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'CT', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T']",6994480,de_mirage,1st Mar 2020 18:49:03,True,T,5.0,-3.0,Win
3260,mini,,26,19,3,7,1.4,116,31%,2,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,7,78%,1.36,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",15822886,de_mirage,12th Sep 2020 18:40:44,True,T,-2.0,-7.0,Loss
3261,KoHo,,19,21,5,-2,0.9,104,47%,3,2,2,1,1,1,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,4,57%,0.99,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",15822886,de_mirage,12th Sep 2020 18:40:44,True,T,-2.0,-7.0,Loss
3262,Blhoux,,18,22,6,-4,0.8,93,39%,2,3,1,2,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,70%,0.89,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",15822886,de_mirage,12th Sep 2020 18:40:44,True,T,-2.0,-7.0,Loss
3264,WhiteFlag1940,,6,19,2,-13,0.3,34,33%,1,2,0,0,1,2,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,48%,0.39,T,"['T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT']",15822886,de_mirage,12th Sep 2020 18:40:44,True,T,-2.0,-7.0,Loss
3276,Blhoux,,21,17,4,4,1.2,81,29%,2,2,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,70%,1.12,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T']",7954008,de_mirage,1st Apr 2020 12:31:49,False,CT,3.0,-8.0,Loss
3278,Cho,,10,25,2,-15,0.4,61,60%,2,4,1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,41%,0.39,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T']",7954008,de_mirage,1st Apr 2020 12:31:49,False,CT,3.0,-8.0,Loss
3279,KoHo,,9,24,3,-15,0.4,47,33%,2,3,1,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,41%,0.39,T,"['CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'T']",7954008,de_mirage,1st Apr 2020 12:31:49,False,CT,3.0,-8.0,Loss
3285,KoHo,,33,17,6,16,1.9,116,42%,3,1,2,1,1,0,4,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,9,7,79%,1.71,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T']",21301222,de_dust2,7th Dec 2020 21:29:09,False,CT,-3.0,0.0,Loss
3286,Blhoux,,27,21,13,6,1.3,121,37%,4,6,2,4,2,2,1,8,0,3,0,3,0,0,0,0,0,0,0,0,2,2,4,5,76%,1.44,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T']",21301222,de_dust2,7th Dec 2020 21:29:09,False,CT,-3.0,0.0,Loss
3287,Cho,,17,21,3,-4,0.8,61,18%,1,5,1,0,0,5,7,1,2,1,2,0,0,1,0,0,0,0,1,0,0,1,1,12,66%,0.8,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T']",21301222,de_dust2,7th Dec 2020 21:29:09,False,CT,-3.0,0.0,Loss
3288,mini,,15,21,3,-6,0.7,60,60%,3,1,2,0,1,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,8,66%,0.76,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T']",21301222,de_dust2,7th Dec 2020 21:29:09,False,CT,-3.0,0.0,Loss
3289,Kiwi,,13,20,3,-7,0.7,38,46%,2,3,1,1,1,2,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4,5,55%,0.71,T,"['T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'T', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'T']",21301222,de_dust2,7th Dec 2020 21:29:09,False,CT,-3.0,0.0,Loss
3291,Blhoux,,27,20,5,7,1.4,82,26%,4,2,2,1,2,1,3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,5,14,93%,1.18,T,"['CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",7631960,de_inferno,24th Mar 2020 16:11:39,False,T,-3.0,3.0,Draw
3293,Cho,,16,20,9,-4,0.8,76,31%,1,4,1,2,0,2,4,3,2,0,2,0,0,0,0,0,0,0,1,0,0,2,1,8,70%,0.85,T,"['CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",7631960,de_inferno,24th Mar 2020 16:11:39,False,T,-3.0,3.0,Draw
3294,KoHo,,17,20,4,-3,0.9,66,29%,5,2,2,2,3,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,11,70%,0.8,T,"['CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'T', 'CT', 'T', 'T', 'T', 'T', 'CT', 'CT', 'T', 'T', 'T', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'T', 'CT']",7631960,de_inferno,24th Mar 2020 16:11:39,False,T,-3.0,3.0,Draw
3305,Blhoux,,31,8,6,23,3.9,151,32%,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,5,6,95%,2.63,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7830155,de_dust2,29th Mar 2020 19:34:41,False,CT,9.0,4.0,Win
3306,KoHo,,21,7,6,14,3.0,110,19%,6,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,89%,1.81,T,"['CT', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT', 'T', 'CT', 'CT', 'CT', 'CT']",7830155,de_dust2,29th Mar 2020 19:34:41,False,CT,9.0,4.0,Win
